year,dep,eme_h,eme_m,tctita_h,tctita_m,tctib_h,tctib_m,tctic_h,tctic_m,mctia_h,mctia_m,mctib_h,mctib_m,mctic_h,mctic_m,tcasa_h,tcasa_m,tcasb_h,tcasb_m,tcasc_h,tcasc_m,mcasa_h,mcasa_m,mcasb_h,mcasb_m,mcasc_h,mcasc_m,ay_h,ay_m,tec_h,tec_m
1979,ENP,,,,,1,,,,,,,1,,,,1,,,,,,2,,,1,,,,,1
1979,CCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1980,IIB,,,,4,1,,1,,1,,,,,,1,,2,1,1,1,1,1,1,,1,,3,3,1,3
1980,IIEc,,,4,,3,,6,,,,,,,,4,6,8,3,4,4,,,,,,,5,6,8,3
1980,IIE,,,3,1,,,1,4,1,,,,,,3,3,1,,2,2,1,,2,,1,,,2,4,6
1980,IIF,,,3,,1,,5,1,,,,,,,,2,,2,,,,,1,,1,,,,1,2
1980,IIH,,,2,,,,4,1,,,,,,,1,,1,1,2,,,3,,1,2,,,,4,1
1980,IIJ,,,5,2,1,,4,,,1,,,,,1,,4,,7,1,,,1,,2,,,,2,
1980,IIS,,,2,1,4,,4,1,,,,,,,5,7,7,5,3,1,,,,,,,9,15,5,
1980,IIFilológicas,,1,2,1,3,1,4,1,,,,,,,4,4,4,,8,7,2,2,,1,3,1,2,1,2,5
1980,IIAntropología,,,3,1,2,,1,,,,,,,,5,9,1,1,1,,,,,,,,5,5,1,1
1980,IA,,,5,,5,,6,1,,,,,,,1,2,4,,4,4,,,,,,,3,,11,5
1980,Ibio,,,8,3,4,1,5,3,,,,,,,8,1,16,2,9,1,,,1,,1,,3,1,16,7
1980,IF,,,16,2,9,2,23,,,,,,,,1,2,12,1,11,2,,,1,1,,,2,,8,1
1980,Igeofísica,,,2,,2,1,2,1,,,,,,,5,1,9,,10,,,,,,,,1,,18,
1980,Igeografía,,,3,1,3,,,1,,,,,,,9,4,7,5,2,5,,3,,,,,7,6,1,
1980,Igeología,,,7,1,3,1,3,1,,,,,1,,8,1,12,6,8,,2,,1,,,,,4,8,4
1980,IIBIOMÉDICAS,,,9,1,5,,17,1,,,,,,,1,3,7,6,6,5,1,2,1,,,,,,12,18
1980,IM,,,5,2,5,1,9,,,,,,,,,,6,1,6,1,,,,,,,,,4,1
1980,IQ,,,5,1,5,,8,1,,,,,,,5,,4,,1,,,,,,,,,,13,2
1980,IIMAS,,,10,1,10,1,3,,,,,,,,3,1,12,2,15,,,,,,,,3,3,11,1
1980,II,,,14,,12,,9,,1,,1,,2,,13,,19,1,12,1,1,,4,,1,,8,3,12,1
1980,IIMateriales,,,9,2,3,,5,,,,,,,,3,3,14,1,12,,,,,,,,1,,15,1
1980,ENA,,,,,1,,,,2,,1,,,,,,,,,,,,,,2,,,,,
1980,ENAP,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,FC,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1980,FCPyS,,,,,,,1,,,,,,,,,,,,,,,,,,,,24,31,,
1980,FE,,,1,,2,,,1,,1,,,,,,,,,,,,,,,,,4,8,,
1980,FFyL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1
1980,FI,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1980,FM ,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,4,,1
1980,FMVZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,FP,,,1,,,,3,,,,,,,,4,1,,1,,,2,2,1,1,,,13,14,1,1
1980,FQ,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,
1980,CELE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,ENEPC,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,
1980,ENEPAc,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,1
1980,ENEPZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1
1980,CUEC,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
