general,year,admin_conf,admin_espe,admin_serv,admin_obre,admin_admin,admin_auxadm,admin_prof,admin_total,admin_conf_f,admin_espe_f,admin_serv_f,admin_obre_f,admin_admin_f,admin_auxadm_f,admin_prof_f,admin_total_f,docen_emet,docen_tct,docen_mtt,docen_catt,docen_ayut,docen_tect,docen_totalf,docen_eme_f,docen_tc_f,docen_mt_f,docen_cat_f,docen_ayu_f,docen_total_f,inv_tc,inv_ay,inv_eme,inv_mt,inv_tec,inv_total,inv_tc_f,inv_ay_f,inv_eme_f,inv_mt_f,inv_tec_f,inv_total_f
facultad de arquitectura,1972,8,14,40,4,71,74,1,172,0.5,0.357142857,0,0,0.633802817,0.027027027,0,0.325581395,2,0,0,574,62,0,638,0,0.5,0.040584416,0.088850174,0.225806452,0.101880878,10,0,0,2,0,5,0.3,0,0,0,0,0.2
facultad de arquitectura,1973,6,14,40,4,80,46,1,151,0.5,0.428571429,0,0,0.5375,0,0,0.344370861,2,2,28,4161,52,0,4245,0,0,0.035714286,0.012016342,0.25,0.015076561,10,0,0,2,0,9,0.3,0,0,0,0,0.222222222
facultad de arquitectura,1974,1,13,40,4,29,73,1,120,1,0.461538462,0,0,0.689655172,0.01369863,0,0.233333333,2,1,23,561,51,0,638,0,0,0.043478261,0.076648841,0.215686275,0.086206897,10,0,0,3,0,13,0.3,0,0,0,0,0.230769231
facultad de arquitectura,1975,9,11,40,3,81,67,1,172,0.555555556,0.454545455,0,0,0.641975309,0.014925373,0,0.36627907,2,3,19,638,64,0,726,0,0.333333333,0,0.098746082,0.171875,0.103305785,1,0,0,4,0,5,0,0,0,0,0,0
facultad de arquitectura,1976,8,37,40,2,128,4,3,180,0.25,0.837837838,0,0,0.578125,0.75,0,0.611111111,1,2,19,556,68,0,646,0,0,0.105263158,0.118705036,0.117647059,0.117647059,1,0,0,3,0,3,0,0,0,0,0,0
facultad de arquitectura,1977,9,12,40,2,101,73,4,201,0.444444444,0.416666667,0,0,0.673267327,0.04109589,0,0.39800995,1,11,22,619,38,3,694,0,0,0.090909091,0.13085622,0.157894737,0.128242075,1,0,0,4,0,4,0,0,0,0.25,0,0.25
facultad de arquitectura,1978,16,11,40,2,105,72,4,210,0.3125,0.363636364,0,0,0.704761905,0,0.25,0.4,1,11,21,636,42,4,715,0,0,0,0.132075472,0.142857143,0.125874126,1,0,0,4,0,4,0,0,0,0,0,0
facultad de arquitectura,1979,19,22,40,2,168,4,6,219,0.263157895,0.181818182,0,0,0.523809524,0.75,0,0.456621005,0,11,24,675,47,4,761,0,0,0.083333333,0.13037037,0.29787234,0.136662286,1,0,0,6,0,6,0,0,0,0.166666667,0,0.166666667
facultad de arquitectura,1980,112,23,40,3,77,85,10,310,0.169642857,0.173913043,0,0,0.883116883,0.047058824,0,0.306451613,1,13,26,796,38,0,874,0,0,0.153846154,0.139447236,0.289473684,0.14416476,1,0,0,5,0,6,0,0,0,0,0,0
facultad de ciencias,1960,8,2,25,2,13,37,1,38,0.375,0.5,0,0,0.461538462,0.054054054,0,0.105263158,0,0,0,165,14,0,179,0,0,0,0.060606061,0.285714286,0.078212291,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1962,2,39,25,5,13,37,1,96,0,0.358974359,0,0,0.461538462,0.054054054,0,0.229166667,0,1,0,144,18,0,163,0,0,0,0.087878788,0.333603896,0.116442237,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1963,2,42,25,6,13,34,1,97,0,0.428571429,0,0,0.538461538,0.088235294,0,0.288659794,0,1,0,147,25,0,173,0,0,0,0.115151515,0.381493506,0.154672183,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1964,2,34,25,5,13,36,1,90,0,0.382352941,0,0,0.538461538,0.055555556,0,0.244444444,0,4,0,145,31,0,180,0,0,0,0.142424242,0.429383117,0.192902129,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1965,1,39,25,6,12,35,1,93,0,0.282051282,0,0,0.5,0.028571429,0,0.193548387,0,3,0,165,44,0,212,0,0,0,0.16969697,0.477272727,0.231132075,1,1,1,1,2,1,0,1,0,0,0.5,0
facultad de ciencias,1966,3,18,25,9,17,38,1,85,0,0.166666667,0,0,0.352941176,0.052631579,0,0.129411765,0,4,0,247,100,0,351,0,0,0,0.105263158,0.35,0.173789174,2,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1967,1,28,25,10,26,31,1,87,0,0.107142857,0,0,0.5,0.129032258,0,0.229885057,0,16,0,341,161,0,518,0,0.125,0,0.08797654,0.366459627,0.175675676,2,1,1,1,2,2,0.5,1,0,0,0.5,0.5
facultad de ciencias,1968,2,36,25,11,19,31,1,98,0,0.083333333,0,0,0.684210526,0.096774194,0,0.193877551,0,14,5,372,186,0,577,0,0.214285714,0,0.091397849,0.333333333,0.171577123,2,1,1,1,2,2,0.5,1,0,0,0.5,0.5
facultad de ciencias,1969,3,21,25,10,38,32,1,104,0,0.238095238,0,0,0.368421053,0.09375,0,0.211538462,0,15,5,328,219,0,567,0,0.133333333,0.2,0.06097561,0.378995434,0.186948854,2,1,1,1,2,2,0.5,1,0,0,0.5,0.5
facultad de ciencias,1970,2,28,25,11,37,29,1,105,0,0.178571429,0,0,0.405405405,0.137931034,0,0.228571429,0,21,12,466,295,0,794,0,0.047619048,0,0.092274678,0.33220339,0.17884131,1,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1971,2,24,25,10,39,30,1,103,0,0.166666667,0,0,0.384615385,0.1,0,0.213592233,0,12,6,130,231,0,379,0,0.166666667,0,0.246153846,0.380952381,0.321899736,1,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1972,1,24,25,9,40,34,1,108,0,0.208333333,0,0,0.4,0.117647059,0,0.231481481,0,21,8,150,257,0,436,0,0.19047619,0.25,0.24,0.33463035,0.293577982,1,1,1,1,2,2,0,1,0,0,0.5,0
facultad de ciencias,1973,2,18,25,8,47,30,1,103,0.5,0.277777778,0,0,0.29787234,0.3,0,0.27184466,0,24,17,146,290,0,477,0,0.208333333,0.294117647,0.226027397,0.368965517,0.314465409,2,1,1,1,2,3,0,1,0,0,0.5,0
facultad de ciencias,1974,3,17,25,5,37,42,1,104,0.666666667,0.294117647,0,0,0.216216216,0.30952381,0,0.269230769,0,35,15,147,339,0,536,0,0.114285714,0.333333333,0.353741497,0.351032448,0.335820896,3,1,1,1,2,4,0,1,0,0,0.5,0.5
facultad de ciencias,1975,1,13,25,4,80,38,1,136,0,0.076923077,0,0,0.25,0.315789474,0,0.242647059,0,30,12,225,432,2,701,0,0.133333333,0.333333333,0.306666667,0.386574074,0.34807418,4,3,1,1,1,9,0.25,0.333333333,0,0,0,0.222222222
facultad de ciencias,1976,2,65,25,6,58,19,1,144,0,0.907692308,0,0,0.568965517,0.473684211,0,0.701388889,0,26,9,227,485,2,749,0,0.153846154,0.333333333,0.303964758,0.393814433,0.3564753,6,5,1,1,1,12,0.166666667,0,0,0,0,0.083333333
facultad de ciencias,1977,1,21,25,8,96,48,1,175,0,0.095238095,0,0.125,0.395833333,0.208333333,0,0.291428571,0,39,8,240,476,12,775,0,0.230769231,0.25,0.316666667,0.422268908,0.371612903,3,1,1,1,1,5,0.333333333,0,0,0,1,0.4
facultad de ciencias,1978,1,24,25,10,137,96,2,270,1,0.166666667,0,0,0.423357664,0.229166667,0.5,0.318518519,0,46,10,269,495,0,820,0,0.326086957,0.3,0.304832714,0.412121212,0.370731707,3,2,1,1,1,4,0.333333333,0,0,0,0,0.25
facultad de ciencias,1979,4,49,25,1,131,44,1,230,0.5,0.12244898,0,0,0.58778626,0.318181818,0,0.430434783,0,97,7,281,556,29,970,0,0.298969072,0.285714286,0.395017794,0.415467626,0.384536082,8,2,1,1,2,10,0.25,0.5,0,0,0.5,0.3
facultad de ciencias,1980,18,60,25,17,105,114,2,316,0.555555556,0.066666667,0,0.058823529,0.466666667,0.324561404,0.5,0.32278481,0,111,10,732,693,0,1546,0,0.288288288,0.3,0.267759563,0.388167388,0.323415265,1,2,1,1,2,3,0,0.5,0,0,1,0.666666667
facultad de contaduria y administracion,1974,13,12,26,2,41,65,4,137,0.307692308,0.25,0,0,0.585365854,0.169230769,0.75,0.328467153,0,35,15,507,32,15,604,0,0.171428571,0.066666667,0.072978304,0.3125,0.089403974,5,0,0,0,3,5,0,0,0,0,0,0
facultad de contaduria y administracion,1975,11,14,26,5,74,68,7,179,0.454545455,0.428571429,0,0,0.486486486,0.176470588,0.285714286,0.340782123,0,35,20,492,10,20,577,0,0.2,0.1,0.085365854,0.2,0.091854419,5,0,0,0,3,3,0,0,0,0,0,0
facultad de derecho,1973,8,14,28,3,61,40,7,123,0.25,0.714285714,0,0,0.770491803,0.1,0.142857143,0.512195122,0,17,38,269,48,0,372,0,0.176470588,0.157894737,0.063197026,0.354166667,0.115591398,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1974,13,16,28,3,45,46,4,120,0.153846154,0.625,0,0,0.777777778,0.086956522,0,0.425,0,19,33,268,48,0,368,0,0.210526316,0.090909091,0.052238806,0.333333333,0.100543478,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1975,9,11,28,3,81,67,1,172,0.555555556,0.454545455,0,0,0.641975309,0.014925373,0,0.36627907,0,18,29,271,61,2,381,0,0.222222222,0.068965517,0.066420664,0.327868852,0.115485564,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1976,12,24,28,3,106,6,5,153,0.083333333,0.666666667,0,0,0.41509434,0,0,0.39869281,0,18,26,262,55,2,363,0,0.222222222,0.115384615,0.076335878,0.345454545,0.126721763,0,0,0,1,0,1,0,0,0,0,0,0
facultad de derecho,1977,11,13,28,3,98,50,18,190,0,0.461538462,0,0,0.785714286,0.1,0,0.463157895,0,19,24,224,64,2,333,0,0.263157895,0.125,0.0625,0.3125,0.126126126,0,0,0,2,0,2,0,0,0,0.5,0,0.5
facultad de derecho,1978,8,14,28,3,104,50,20,196,0.125,0.5,0,0,0.798076923,0.12,0,0.494897959,0,19,26,242,67,2,356,0,0.263157895,0.192307692,0.05785124,0.328358209,0.129213483,0,0,0,2,0,2,0,0,0,0,0,0
facultad de derecho,1979,15,20,28,3,129,6,18,188,0.266666667,0.6,0,0,0.403100775,0,0,0.361702128,0,19,37,252,52,0,360,0,0.263157895,0.081081081,0.067460317,0.403846154,0.127777778,0,0,0,1,0,1,0,0,0,0,0,0
facultad de economia,1960,21,11,12,1,24,16,1,47,0.571428571,0.363636364,0,0,0.708333333,0,0,0.340425532,0,5,3,196,61,0,265,0,0,0,0.035714286,0.016393443,0.030188679,31,3,0,1,0,31,0.064516129,0.666666667,0,0,0,0.064516129
facultad de economia,1962,4,11,12,1,24,16,1,55,0,0.454545455,0,0,0.708333333,0,0,0.4,1,4,2,190,51,0,248,0,0,0.041666667,0.04450225,0.047178803,0.044987878,11,3,0,1,0,11,0.181818182,0.666666667,0,0,0,0.181818182
facultad de economia,1963,4,19,12,1,56,16,1,95,0,0.368421053,0,0,0.446428571,0.125,0,0.357894737,2,2,1,204,49,0,258,0,0,0.083333333,0.053290214,0.077964163,0.059787077,9,3,0,1,0,9,0.222222222,0.666666667,0,0,0,0.222222222
facultad de economia,1964,4,16,12,1,58,16,1,94,0,0.4375,0,0,0.482758621,0,0,0.372340426,2,8,4,175,45,0,234,0,0,0.125,0.062078178,0.108749523,0.074586276,10,3,0,1,0,10,0.2,0.666666667,0,0,0,0.2
facultad de economia,1965,2,14,12,1,53,21,1,90,0,0.5,0,0,0.301886792,0.095238095,0,0.277777778,1,2,6,127,43,0,179,0,0,0.166666667,0.070866142,0.139534884,0.089385475,8,3,0,1,0,8,0.25,0.666666667,0,0,0,0.25
facultad de economia,1966,3,23,12,1,48,24,1,99,0,0.391304348,0,0,0.541666667,0.083333333,0,0.373737374,2,2,8,148,35,0,195,0,0,0,0.040540541,0.2,0.066666667,6,3,0,1,0,6,0.333333333,0.666666667,0,0,0,0.333333333
facultad de economia,1967,1,38,12,1,49,23,1,111,0,0.421052632,0,0,0.693877551,0.086956522,0,0.468468468,2,1,13,136,31,0,183,0,0,0,0.073529412,0.258064516,0.098360656,6,3,0,1,0,7,0,0.666666667,0,0,0,0
facultad de economia,1968,2,19,12,1,40,22,1,84,0,0.421052632,0,0,0.625,0.090909091,0,0.416666667,3,2,19,144,48,0,216,0,0,0.052631579,0.0625,0.145833333,0.078703704,5,3,0,1,0,6,0,0.666666667,0,0,0,0
facultad de economia,1969,8,26,12,1,52,23,1,110,0.5,0.5,0,0,0.538461538,0.086956522,0,0.427272727,3,7,18,109,28,0,165,0,0.142857143,0.055555556,0.064220183,0.25,0.096969697,5,3,0,1,0,6,0,0.666666667,0,0,0,0.166666667
facultad de economia,1970,4,25,12,1,49,29,1,108,0,0.48,0,0,0.693877551,0.137931034,0,0.462962963,3,8,23,122,52,0,208,0,0.125,0.043478261,0.057377049,0.115384615,0.072115385,4,3,0,1,0,5,0,0.666666667,0,0,0,0.2
facultad de economia,1971,9,20,12,1,45,31,1,106,0.333333333,0.55,0,0,0.755555556,0.161290323,0,0.5,3,8,17,117,54,0,199,0,0.125,0.117647059,0.11965812,0.074074074,0.105527638,4,3,0,1,0,5,0,0.666666667,0,0,0,0.2
facultad de economia,1972,7,24,12,1,43,29,1,105,0.571428571,0.458333333,0,0,0.720930233,0.137931034,0,0.476190476,1,8,1,143,67,0,220,0,0,0,0.090909091,0.074626866,0.081818182,3,3,0,1,0,4,0,0.666666667,0,1,0,0.25
facultad de economia,1973,7,25,12,1,42,30,1,105,0.428571429,0.56,0,0,0.714285714,0.1,0,0.476190476,3,9,29,125,108,0,274,0,0.222222222,0.068965517,0.12,0.166666667,0.135036496,2,3,0,1,0,4,0,0.666666667,0,1,0,0.5
facultad de economia,1974,12,26,12,1,39,40,1,119,0.583333333,0.192307692,0,0,0.743589744,0.125,0,0.386554622,3,21,28,139,112,0,303,0,0.19047619,0.107142857,0.151079137,0.125,0.138613861,2,3,0,1,0,3,0,0.666666667,0,1,0,0.666666667
facultad de economia,1975,15,31,12,1,62,48,2,159,0.4,0.483870968,0,0,0.741935484,0.125,0,0.459119497,4,29,23,142,88,0,286,0,0.172413793,0.130434783,0.133802817,0.159090909,0.143356643,1,1,0,1,0,3,0,1,0,1,0,0.666666667
facultad de economia,1976,17,38,12,1,80,8,9,152,0.411764706,0.710526316,0,0,0.375,0,0.111111111,0.427631579,0,33,24,155,110,0,322,0,0.181818182,0.208333333,0.180645161,0.181818182,0.183229814,5,7,0,2,0,12,0.4,0.714285714,0,1,0,0.583333333
facultad de economia,1977,23,26,12,1,82,46,8,185,0.391304348,0.423076923,0,0,0.609756098,0.195652174,0.125,0.432432432,2,46,28,196,102,8,382,0,0.239130435,0.214285714,0.107142857,0.215686275,0.157068063,5,11,0,2,0,18,0.2,0.454545455,0,1,0,0.444444444
facultad de economia,1978,25,27,12,1,85,53,9,199,0.4,0.444444444,0,0,0.8,0.20754717,0.111111111,0.512562814,3,50,24,167,114,11,369,0,0.24,0.208333333,0.125748503,0.201754386,0.165311653,6,9,0,3,0,18,0.166666667,0.333333333,0,0.666666667,0,0.333333333
facultad de economia,1979,36,29,12,1,115,10,8,198,0.277777778,0.448275862,0,0,0.347826087,0,0.125,0.323232323,0,55,30,163,91,20,359,0,0.2,0.166666667,0.122699387,0.142857143,0.136490251,4,8,0,1,0,13,0,0.75,0,1,0,0.538461538
facultad de economia,1980,63,25,12,1,81,54,10,233,0.333333333,0.48,0,0,0.814814815,0.240740741,0.1,0.484978541,0,67,20,227,92,0,406,0,0.23880597,0.15,0.145374449,0.184782609,0.169950739,4,12,0,1,0,17,0.25,0.666666667,0,1,0,0.588235294
