general,year,admin_conf,admin_espe,admin_serv,admin_obre,admin_admin,admin_auxadm,admin_prof,admin_total,admin_conf_f,admin_espe_f,admin_serv_f,admin_obre_f,admin_admin_f,admin_auxadm_f,admin_prof_f,admin_total_f,docen_emet,docen_tct,docen_mtt,docen_catt,docen_ayut,docen_tect,docen_totalf,docen_eme_f,docen_tc_f,docen_mt_f,docen_cat_f,docen_ayu_f,docen_total_f,inv_tc,inv_ay,inv_eme,inv_mt,inv_tec,inv_total,inv_tc_f,inv_ay_f,inv_eme_f,inv_mt_f,inv_tec_f,inv_total_f
instituto de investigaciones filosoficas,1978,2,2,3,0,13,5,2,22,0.5,0.5,0,0,0.923076923,0.2,0,0.636363636,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,1,2,2,12,0,0,0,0.5,1,0.25
instituto de investigaciones historicas,1974,1,1,1,0,5,2,1,9,0,1,0,0,0.2,1,1,0.444444444,0,0,0,1,0,0,1,0,0,0,0,0,0,8,2,1,6,3,17,0.5,0.5,0,0.666666667,1,0.647058824
instituto de investigaciones historicas,1975,1,1,1,0,7,2,1,11,0,1,0,0,0.857142857,1,1,0.818181818,0,0,0,1,0,0,1,0,0,0,0,0,0,7,2,1,4,3,14,0.285714286,0.5,0,0.5,1,0.5
instituto de investigaciones historicas,1976,1,2,1,0,6,2,1,11,0,1,0,0,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,9,2,1,7,3,19,0.555555556,0.5,0,0.571428571,1,0.631578947
instituto de investigaciones historicas,1977,1,1,1,0,9,2,1,13,0,0,0,0,1,1,1,0.923076923,0,0,0,5,0,0,5,0,0,0,0,0,0,9,2,1,5,3,17,0.555555556,0.5,0,0.6,1,0.647058824
instituto de investigaciones historicas,1978,1,1,1,0,9,2,2,14,1,0,0,0,1,1,1,0.928571429,0,0,0,6,0,0,6,0,0,0,0,0,0,5,2,1,5,2,12,0.6,0.5,0,0.6,1,0.666666667
instituto de investigaciones historicas,1979,1,3,1,0,5,3,3,15,1,0.666666667,0,0,1,0.666666667,1,0.866666667,0,0,1,1,0,0,2,0,0,0,1,0,0.5,12,2,1,5,1,18,0.25,0.5,0,0.4,1,0.333333333
instituto de investigaciones juridicas,1971,2,4,2,1,9,2,1,18,0,0.25,0,0,0.888888889,0,0,0.5,0,0,0,2,0,0,2,0,0,0,0,0,0,5,11,1,2,2,6,0.2,0.818181818,0,0,1,0.166666667
instituto de investigaciones juridicas,1972,2,3,2,1,7,2,1,14,0,0,0,0,0.857142857,0,0,0.428571429,0,0,0,2,0,0,2,0,0,0,0,0,0,9,12,1,2,2,12,0,0.833333333,0,0,1,0
instituto de investigaciones juridicas,1973,2,3,2,1,9,2,1,16,0,0,0,0,0.888888889,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,13,13,1,2,2,16,0.153846154,0.846153846,0,0,1,0.25
instituto de investigaciones juridicas,1974,1,2,2,1,10,3,1,16,0,0,0,0,0.1,0.666666667,0,0.1875,0,0,0,1,0,0,1,0,0,0,0,0,0,11,13,1,2,1,13,0.090909091,0.846153846,0,0,0,0.076923077
instituto de investigaciones juridicas,1975,1,2,2,1,11,3,1,17,0,0,0,0,0.909090909,0.333333333,0,0.647058824,0,0,0,1,0,0,1,0,0,0,0,0,0,15,14,1,1,2,32,0.2,0.857142857,0,0,0,0.46875
instituto de investigaciones juridicas,1976,2,1,2,1,11,3,1,15,0.5,0,0,0,1,0.333333333,0,0.8,0,0,0,3,0,0,3,0,0,0,0,0,0,13,1,1,1,4,20,0.230769231,0,0,0,0,0.15
instituto de investigaciones juridicas,1977,2,2,2,1,15,3,1,23,0.5,0,0,0,0.866666667,0.333333333,0,0.652173913,0,0,0,10,0,0,10,0,0,0,0.2,0,0.2,11,1,1,1,3,15,0.181818182,0,0,0,0,0.133333333
instituto de investigaciones juridicas,1978,2,1,2,1,17,3,1,25,0,0,0,0,0.882352941,0.333333333,0,0.64,0,0,0,11,0,0,11,0,0,0,0.181818182,0,0.181818182,13,1,1,2,4,18,0.153846154,0,0,0,0.25,0.166666667
instituto de investigaciones juridicas,1979,2,3,2,2,12,4,4,23,0.5,0.333333333,0,0.5,1,0.5,0.25,0.739130435,0,1,0,0,0,0,1,0,0,0,0.181818182,0,0,20,1,1,2,4,27,0.15,0,0,0,0.25,0.148148148
instituto de investigaciones sociales,1970,2,10,2,0,14,3,2,27,0.5,0.6,0,0,0.928571429,0,0.5,0.703703704,0,0,0,1,0,0,1,0,0,0,0,0.5,0,6,7,1,2,4,8,0,1,0,1,0.75,0.25
instituto de investigaciones sociales,1971,3,10,2,0,15,3,2,28,0.333333333,0,0,0,0.933333333,0,0.5,0.5,0,0,0,2,0,0,2,0,0,0,1,0.5,1,9,7,1,1,4,10,0.222222222,1,0,0,0.75,0.2
instituto de investigaciones sociales,1972,3,18,2,0,14,3,2,38,0.666666667,0.444444444,0,0,0.928571429,0,0.5,0.605263158,0,0,0,2,0,0,2,0,0,0,1,0.5,1,22,7,1,3,4,25,0.136363636,1,0,0.333333333,0.75,0.16
instituto de investigaciones sociales,1973,2,25,2,0,17,4,2,50,0.5,0.32,0,0,0.882352941,0,0.5,0.5,0,0,0,2,0,0,2,0,0,0,1,0.5,1,23,7,1,2,4,33,0.260869565,1,0,0.5,0.75,0.424242424
instituto de investigaciones sociales,1974,4,11,2,0,11,10,6,36,0.5,0.454545455,0,0,0.090909091,0.3,0.833333333,0.305555556,0,0,0,2,0,0,2,0,0,0,1,0.5,1,23,16,1,3,4,47,0.260869565,0.25,0,0.333333333,0.75,0.29787234
instituto de investigaciones sociales,1975,4,9,2,0,13,9,9,44,0.5,0.333333333,0,0,0.769230769,0.444444444,1,0.636363636,0,0,0,6,2,0,8,0,0,0,0.5,0.5,0.5,25,2,1,1,4,33,0.32,0.5,0,1,0.5,0.363636364
instituto de investigaciones sociales,1976,5,11,2,0,28,11,6,55,0.4,0.363636364,0,0,0.678571429,0.454545455,1,0.545454545,0,1,0,7,3,0,11,0,0,0,0.142857143,0.666666667,0.272727273,27,17,1,1,4,49,0.481481481,0.823529412,0,1,0.25,0.571428571
instituto de investigaciones sociales,1977,4,12,2,0,36,13,4,65,0.5,0.416666667,0,0,0.722222222,0.461538462,0.75,0.6,0,0,0,11,2,0,13,0,0,0,0.363636364,0.5,0.384615385,29,18,1,1,6,53,0.344827586,0.722222222,0,0,0.333333333,0.471698113
instituto de investigaciones sociales,1978,4,9,2,0,37,14,1,65,0.25,0.444444444,0,0,0.72972973,0.428571429,0,0.584615385,0,0,0,7,3,0,10,0,0,0,0.285714286,1,0.5,29,21,1,1,5,56,0.517241379,0.571428571,0,0,0,0.482142857
instituto de investigaciones sociales,1979,3,7,2,0,36,13,1,60,0.333333333,0.285714286,0,0,0.75,0.384615385,0,0.583333333,0,0,0,1,1,0,2,0,0,0,0,1,0.5,36,19,1,1,5,60,0.388888889,0.631578947,0,0,0,0.433333333
instituto de medicina,1973,4,3,2,0,4,4,0,11,0.25,0.666666667,0,0,1,0,0,0.545454545,0,0,0,2,1,0,3,0,0.1,0,0,0,0,18,2,2,3,10,28,0.111111111,0,0,0,0.6,0.285714286
instituto de medicina,1974,4,5,2,0,3,5,0,13,0.25,0.6,0,0,1,0,0,0.461538462,0,0,0,7,0,0,7,0,0.1,0,0,0,0,16,2,2,3,9,18,0.1875,0,0,0,0.555555556,0.166666667
instituto de medicina,1975,5,5,2,0,3,5,0,13,0.4,0.6,0,0,1,0,0,0.461538462,0,20,0,9,0,0,29,0,0.1,0,0.111111111,0,0.103448276,20,2,2,3,9,22,0.1,0,0,0,0.555555556,0.090909091
instituto de medicina,1976,5,5,2,0,3,5,0,18,0.4,0.6,0,0,1,0,0,0.444444444,0,0,0,11,0,0,11,0,0.1,0,0.181818182,0,0.181818182,20,2,2,3,8,22,0.55,0,0,0,0.5,0.5
instituto de medicina,1977,4,5,2,0,6,8,0,19,0.25,0.6,0,0,0.5,0.25,0,0.421052632,0,0,0,14,1,0,15,0,0.1,0,0.142857143,0,0.133333333,18,3,2,4,7,21,0.111111111,0.333333333,0,0,0.428571429,0.142857143
instituto de medicina,1978,2,5,2,0,6,8,0,19,0.5,0.6,0,0,0.666666667,0.25,0,0.473684211,0,0,0,13,1,0,14,0,0.1,0,0.153846154,0,0.142857143,16,3,2,4,6,23,0.125,0.333333333,0,0,0.333333333,0.130434783
instituto de medicina,1979,1,5,2,0,11,3,0,20,0,0.6,0,0,0.636363636,0,0,0.5,0,0,0,1,0,0,1,0,0.1,0,1,0,1,29,3,2,4,6,32,0.137931034,0,0,0,0.333333333,0.125
instituto de quimica,1968,2,3,6,2,5,7,1,19,0,0.333333333,0.666666667,0,0.8,0.428571429,1,0.421052632,0,0,0,10,0,0,10,0,0,0,0.1,0,0.1,27,0,2,0,1,27,0.222222222,0,0,0,0,0.222222222
instituto de quimica,1969,2,6,6,7,6,7,1,28,0,0.333333333,0.666666667,0,0.333333333,0.571428571,1,0.285714286,0,2,0,5,0,0,7,0,0,0,0,0,0,11,0,2,0,1,11,0.181818182,0,0,0,0,0.181818182
instituto de quimica,1970,2,2,6,3,5,7,1,17,0,0.5,0.666666667,0,0.4,0.428571429,1,0.352941176,0,4,0,0,0,0,4,0,0,0,0,0,0,10,0,2,0,1,10,0.2,0,0,0,0,0.2
instituto de quimica,1971,2,5,6,3,5,7,1,20,0,0.2,0.666666667,0,0.4,0.428571429,1,0.3,0,0,0,4,0,0,4,0,0.02,0,0,0,0,10,0,2,0,1,10,0.2,0,0,0,0,0.2
instituto de quimica,1972,2,2,6,3,5,7,1,17,0,0.5,0.666666667,0,0.4,0.428571429,1,0.352941176,0,0,0,3,1,0,4,0,0.04,0,0,0,0,20,0,2,0,1,20,0.1,0,0,0,0,0.1
instituto de quimica,1973,2,2,6,3,5,7,1,17,0,0.5,0.666666667,0,0.4,0.571428571,1,0.411764706,0,0,0,3,2,0,5,0,0.06,0,0,0,0,20,0,2,0,1,20,0.1,0,0,0,0,0.1
instituto de quimica,1974,1,3,6,3,4,7,1,17,1,0.333333333,0.666666667,0,0.5,0.428571429,1,0.352941176,0,0,0,1,1,0,2,0,0.08,0,0,0,0,17,0,2,0,1,19,0.117647059,0,0,0,0,0.105263158
instituto de quimica,1975,1,3,6,3,5,7,1,18,1,0.333333333,0.666666667,0,0.6,0.428571429,1,0.388888889,0,20,0,3,2,0,25,0,0.1,0,0,0,0.08,20,0,2,0,1,20,0.1,0,0,0,0,0.1
instituto de quimica,1976,1,3,6,3,5,8,1,19,1,0.333333333,0.666666667,0,0.4,0.5,1,0.368421053,0,0,0,11,1,0,12,0,0.1,0,0,0,0,17,0,2,0,1,17,0.117647059,0,0,0,0,0.117647059
instituto de quimica,1977,1,4,6,3,7,12,1,27,1,0,0.666666667,0,0.571428571,0.083333333,1,0.222222222,0,0,0,16,1,0,17,0,0.1,0,0,0,0,16,0,2,0,1,17,0.125,0,0,0,0,0.117647059
instituto de quimica,1978,1,4,6,3,7,15,1,31,1,0,0.666666667,0,0.714285714,0.266666667,1,0.35483871,0,0,0,16,0,0,16,0,0.1,0,0,0,0,15,0,2,0,2,17,0.133333333,0,0,0,0,0.117647059
instituto de quimica,1979,2,2,6,3,14,8,1,27,0.5,0,0.666666667,0,0.642857143,0.375,1,0.518518519,0,0,0,1,0,0,1,0,0.1,0,0,0,0,30,0,2,0,8,30,0.066666667,0,0,0,0.125,0.066666667
jardin botanico,1974,2,2,0,25,2,8,1,40,0,0,0,0,1,0.125,0,0.075,0,0,0,0,1,0,1,0,0.333333333,0,0,1,1,4,0,0,0,6,10,0.25,0,0,0,0.5,0.4
jardin botanico,1975,2,2,0,27,2,10,1,44,0,0,0,0,1,0,0,0.045454545,0,0,0,1,1,0,2,0,0.333333333,0,0,1,1,4,0,0,0,6,10,0.25,0,0,0,0.5,0.4
jardin botanico,1976,4,3,0,30,2,10,1,50,0,0,0,0,1,0.1,0,0.06,0,0,0,2,1,0,3,0,0.333333333,0,0.5,1,0.666666667,4,0,0,0,4,4,0.25,0,0,0,0.5,0.25
jardin botanico,1977,1,2,0,28,3,10,1,45,0,0,0,0,0.666666667,0.1,0,0.066666667,0,0,0,2,0,0,2,0,0.333333333,0,0.5,1,0.5,5,0,0,0,3,8,0.4,0,0,0,0.666666667,0.5
jardin botanico,1978,1,2,0,27,3,10,2,45,0,0,0,0,1,0.2,0,0.111111111,0,0,0,2,0,0,2,0,0.333333333,0,0.5,1,0.5,25,0,0,0,5,30,0.28,0,0,0,0.4,0.3
jardin botanico,1979,1,3,0,27,5,9,1,46,0,0.333333333,0,0,0.8,0.111111111,1,0.152173913,0,3,0,1,0,0,4,0,0.333333333,0,0,1,0.25,4,0,0,0,2,6,0.5,0,0,0,0.5,0.5
